word id,vector,text id
17069,0.0331608683674849,54
30786,0.03472242360547082,101
4044,0.10554375857661835,14
10371,0.004912651784840591,36
14433,0.05670714191677454,49
822,0.07506032733082105,2
25052,0.1545987920858589,83
19823,0.013187541080349197,68
42926,0.009505123746792772,137
46920,0.054384665706297644,150
39184,0.0016943662573951578,126
53995,0.01914567867553384,173
56343,0.011317026560720166,180
51225,0.004022470933439727,164
43510,0.0026916259407353763,139
17135,0.06299365594258007,58
2539,0.0017748460439337545,9
48293,0.04679085933764839,154
30052,0.07169629084412016,98
27254,0.03347427218601884,91
57934,0.10155694660798607,183
51903,0.04651487881659152,166
37862,0.026705933973559318,122
23605,0.05545792796766257,80
44730,0.05725273292418476,143
14296,0.01796937795682366,49
56575,0.020118501613640198,181
30167,0.01760329066405797,99
32030,0.007078404628232953,105
55362,0.0492444897025836,177
9995,0.05669087458246193,34
50877,0.04191830391976811,163
4621,0.04649079438659126,15
46627,0.06624815423555559,149
57583,0.04432923123463378,183
6588,0.2530891038878522,21
36552,0.03249727200186287,118
2400,0.013173673939808405,9
57318,0.008946537367481237,183
37123,0.03235777756390711,120
55,0.035539722681603395,0
58996,0.03788644553179156,188
55758,0.05051258721465395,178
29848,0.032019931192624716,98
46185,0.010556952691842925,148
57937,0.04304946427682308,184
53044,0.03431813380622255,169
49836,0.1523831341627903,150
16766,0.03778577428199273,56
15993,0.022886843177159447,53
35654,0.022794866556324567,116
53757,0.05948340325230146,172
21308,0.02248684204433077,73
11128,0.02579300651304754,38
6225,0.015758100406252824,20
23819,0.06890479956504754,80
7864,0.016425719738296294,27
26968,0.025165478291570866,90
5069,0.03768800636709748,17
55090,0.03877635941096574,176
30013,0.05275371266199067,98
6810,0.2986150282641803,22
55030,0.019644995441417953,176
25860,0.016097342728099748,86
27915,0.10612938893807544,92
9220,0.032496767634912334,31
21281,0.012424503348987535,73
7961,0.022909884150351584,27
30851,0.05140361112217973,101
15367,0.051284495635594625,52
28085,0.011841013943378885,93
47701,0.0381481762726867,152
33940,0.027841759260859803,111
26782,0.039608132513272644,89
31224,0.05227731096457925,102
7801,0.0580890361722321,26
31449,0.06413184202838329,103
37810,0.014960421398711721,122
39984,0.0462461601118816,128
8530,0.04148685888485533,29
52155,0.02415052134808516,167
38223,0.025709189656671797,123
17459,0.004151674051550793,60
26192,0.09094929063218997,87
38999,0.05556277388166796,125
52489,0.03154010307054899,168
12096,0.045766347375628354,41
54556,0.0015105847325641271,175
46495,0.03809027576142184,148
41883,0.03636139196046433,134
15623,0.03307303140243455,53
18324,0.04788655181707631,61
16150,0.02117551531279998,55
53356,0.06199109404770391,170
48810,0.030762772378783377,156
54177,0.0011058947380926751,174
48564,0.03578066907512176,155
11069,0.011226666134637355,38
43909,0.015396351438132507,141
43358,0.061112993527366655,138
57134,0.1125749352885672,175
24806,0.0050654186743438615,83
57799,0.02691544513291737,184
35007,0.0077679371734608186,114
41932,0.0595010438443829,134
17359,0.025999296012710366,58
6869,0.0015552560873831806,23
12529,0.031397978948228385,42
52044,0.013194875006943111,167
19668,0.07501644854582872,67
28835,0.05340011295916788,94
53824,0.010571736129339026,173
17975,0.08670807048533005,61
21583,0.03499361635500815,74
41077,0.031748268692031824,131
19124,0.0040219058260103835,65
35690,0.011901046010466352,116
53421,0.03557892672332372,171
3394,0.01775203908318212,13
26140,0.0006311466302213919,87
1051,0.1448628291848686,3
11953,0.0147462319554294,41
3188,0.010359967135132523,12
35167,0.04362141739355362,114
56693,0.01684112902891344,181
35096,0.02975185002177918,114
48511,0.01657158359820556,157
46454,0.04492892265640588,148
25367,0.001859717502189389,85
15455,0.021938997109372655,53
46333,0.011878494367238824,148
35396,0.032322781149902696,115
29143,0.14255247756686823,95
12999,0.07344112989612822,43
12652,0.01813667556224239,43
13964,0.05369649196372196,48
24116,0.062153060766832614,81
54616,0.022321315894056535,175
7033,0.0017775278641487015,25
40532,0.028753822680423136,129
47865,0.004110576890221388,153
53351,0.12398218809540781,170
1816,0.045843138011211156,6
5318,0.04615919903186076,17
40740,0.039980076803763726,130
10691,0.0056016982513853245,37
6582,0.09720396137998875,21
30921,0.03540713342663906,102
21029,0.011137915086286115,72
1486,0.039594312668187,5
56689,0.020118501613640198,181
867,0.02419995665207317,2
54845,0.0389490835891789,175
34237,0.012486636573726463,112
1962,0.041106156344108156,7
39141,0.05294544453478936,125
30756,0.02296055364285832,101
52824,0.010700943874333079,169
16779,0.04130273265381598,57
25343,0.05396787719972248,84
396,0.016778854444542912,1
52127,0.03233112560990682,167
55923,0.025683952165942818,179
54675,0.016419281281023806,175
1997,0.02245875304962614,7
13226,0.033333255694518234,44
6291,0.024924099549026937,20
41390,0.05498772164847644,132
55031,0.010282980560717388,176
24126,0.07161339969544149,81
41552,0.020118064293043143,133
1209,0.040697645729328685,4
49294,0.019005927218127404,157
33876,0.020328115424451586,111
35778,0.052413262474665274,116
40212,0.03953432193086679,128
29289,0.0016952717622833694,96
29499,0.13151838984404465,96
26251,0.0014533481840502227,89
32906,0.019903588755207233,108
54385,0.04779882160693255,174
10381,0.030301048008140787,36
34408,0.014567815771576939,112
55565,0.022166761335465503,178
26018,0.03357508260604996,86
58008,0.002188455969704871,185
36640,0.0026583486536460393,119
7650,0.021464098720749565,26
21422,0.05292308189947307,73
38962,0.009682735907141917,125
46013,0.09558678605629589,146
21198,0.06854636158381,72
30077,0.07169629084412016,98
40962,0.024617208036929763,131
35658,0.03639438414917561,116
21275,0.026708474905219753,73
1180,0.018920580456623374,4
16487,0.01864960572074651,56
